run_name,learning_rate,batch_size,pos_weight_mode,pos_weight_requested,pos_weight_effective,epochs_requested,seed,best_epoch,best_val_loss,test_loss,accuracy,precision,recall,f1,roc_auc,checkpoint_path,metrics_path
all_machines_weight_grid_lr1em03_bs16_pwauto,0.001,16,auto,,4.46030303030303,30,42,30,0.06224719322115144,0.046188754693602924,0.9858490566037735,0.9428263214670982,0.987012987012987,0.9644137931034482,0.9989236235100029,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pwauto/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pwauto/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw3p0,0.001,16,manual,3.0,3.0,30,42,28,0.061017674880377314,0.07211580931897663,0.9718078104431769,0.8850457782299085,0.9824957651044608,0.9312282579609312,0.998092096437614,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw3p0/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw3p0/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw1p5,0.001,16,manual,1.5,1.5,30,42,28,0.04965423735038845,0.038106847156756087,0.9888108819657745,0.971735443753533,0.9706380575945793,0.9711864406779662,0.9982795196338867,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw1p5/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw1p5/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw2p5,0.001,16,manual,2.5,2.5,30,42,30,0.07333972881359777,0.04907115527431442,0.984422992540588,0.952751528627015,0.9678147939017504,0.9602240896358543,0.9977082555766665,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw2p5/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw2p5/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw4p0,0.001,16,manual,4.0,4.0,30,42,30,0.08615741157637348,0.04377920380993589,0.9846423870118473,0.9538119087367836,0.9678147939017504,0.9607623318385651,0.9978809186196643,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw4p0/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw4p0/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw2p0,0.001,16,manual,2.0,2.0,30,42,25,0.057579755503321374,0.04403158791473638,0.9857393593681439,0.9638213680045223,0.9627329192546584,0.9632768361581922,0.997730395806579,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw2p0/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw2p0/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pw3p5,0.001,16,manual,3.5,3.5,30,42,22,0.09269080968691044,0.08460871467302475,0.9706011408512506,0.8949027850761955,0.9616036137775268,0.9270549809471965,0.9947326240515929,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pw3p5/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pw3p5/test_metrics.json
all_machines_weight_grid_lr1em03_bs16_pwnone,0.001,16,none,,,30,42,30,0.03586607149517526,0.03812725863056949,0.9877139096094778,0.9934562760261749,0.9429700734048561,0.9675550405561993,0.9977327789563265,artifacts/checkpoints/all_machines_weight_grid_lr1em03_bs16_pwnone/best.pt,artifacts/metrics/all_machines_weight_grid_lr1em03_bs16_pwnone/test_metrics.json
