run_name,learning_rate,batch_size,epochs_requested,seed,best_epoch,best_val_loss,test_loss,accuracy,precision,recall,f1,roc_auc,checkpoint_path,metrics_path
all_machines_grid_lr1em03_bs16,0.001,16,20,42,17,0.046513185192133884,0.053024654042745145,0.985410267661255,0.9669327251995439,0.9576510446075663,0.9622695035460993,0.9967546112986667,artifacts/checkpoints/all_machines_grid_lr1em03_bs16/best.pt,artifacts/metrics/all_machines_grid_lr1em03_bs16/test_metrics.json
all_machines_grid_lr1em03_bs8,0.001,8,20,42,16,0.058765169506641034,0.054119901426890736,0.983106625713032,0.966532025389498,0.9457933370976849,0.9560502283105022,0.9958951398735931,artifacts/checkpoints/all_machines_grid_lr1em03_bs8/best.pt,artifacts/metrics/all_machines_grid_lr1em03_bs8/test_metrics.json
all_machines_grid_lr1em04_bs16,0.0001,16,20,42,19,0.10178896265012777,0.07125284337127166,0.9757569109258447,0.9383484162895928,0.9367588932806324,0.9375529810680984,0.9937622977253604,artifacts/checkpoints/all_machines_grid_lr1em04_bs16/best.pt,artifacts/metrics/all_machines_grid_lr1em04_bs16/test_metrics.json
all_machines_grid_lr3em04_bs8,0.0003,8,20,42,19,0.06204290965162329,0.06809176693161069,0.9771829749890303,0.9458071876782659,0.9361942405420667,0.9409761634506244,0.9936240750400043,artifacts/checkpoints/all_machines_grid_lr3em04_bs8/best.pt,artifacts/metrics/all_machines_grid_lr3em04_bs8/test_metrics.json
all_machines_grid_lr3em04_bs32,0.0003,32,20,42,19,0.05208462216321184,0.049805918222373596,0.9838745063624397,0.9844868735083532,0.9316770186335404,0.9573542210617929,0.9957390820030296,artifacts/checkpoints/all_machines_grid_lr3em04_bs32/best.pt,artifacts/metrics/all_machines_grid_lr3em04_bs32/test_metrics.json
all_machines_grid_lr3em04_bs16,0.0003,16,20,42,19,0.07211740300144838,0.05626486372801772,0.9794866169372531,0.9631578947368421,0.9299830604178431,0.9462798046538351,0.9961222309817923,artifacts/checkpoints/all_machines_grid_lr3em04_bs16/best.pt,artifacts/metrics/all_machines_grid_lr3em04_bs16/test_metrics.json
all_machines_grid_lr1em03_bs32,0.001,32,20,42,20,0.06194482218946009,0.04534970361699606,0.98376480912681,0.9873873873873874,0.9282891022021457,0.9569266589057044,0.9974765519205688,artifacts/checkpoints/all_machines_grid_lr1em03_bs32/best.pt,artifacts/metrics/all_machines_grid_lr1em03_bs32/test_metrics.json
all_machines_grid_lr1em04_bs8,0.0001,8,20,42,16,0.10025902607216516,0.07420043864976714,0.9760860026327337,0.951716114019779,0.9237718802936195,0.9375358166189113,0.9928596989774365,artifacts/checkpoints/all_machines_grid_lr1em04_bs8/best.pt,artifacts/metrics/all_machines_grid_lr1em04_bs8/test_metrics.json
all_machines_grid_lr1em04_bs32,0.0001,32,20,42,20,0.13044445193390974,0.08760639644763668,0.9729047827994735,0.9471830985915493,0.9113495200451722,0.9289208633093525,0.9904298856203435,artifacts/checkpoints/all_machines_grid_lr1em04_bs32/best.pt,artifacts/metrics/all_machines_grid_lr1em04_bs32/test_metrics.json
